homeTeam,awayTeam,homeAbbrev,awayAbbrev,GamePK,year,Winner,F_home_assists,F_home_goals,F_home_pim,F_home_shots,F_home_blocked,F_home_pm,D_home_assists,D_home_goals,D_home_pim,D_home_shots,D_home_blocked,D_home_hits,D_home_pm,G_home_GAA,F_away_assists,F_away_goals,F_away_pim,F_away_shots,F_away_blocked,F_away_hits,F_away_pm,D_away_assists,D_away_goals,D_away_pim,D_away_shots,D_away_blocked,D_away_hits,D_away_pm,G_away_GAA,F_home_hits,Rk_H,AvAge_H,GP_H,W_H,L_H,OL_H,PTS_H,PTS%_H,GF_H,GA_H,SOW_H,SOL_H,SRS_H,SOS_H,GF/G_H,GA/G_H,PP_H,PPO_H,PP%_H,PPA_H,PPOA_H,PK%_H,SH_H,SHA_H,PIM/G_H,oPIM/G_H,S_H,S%_H,SA_H,SV%_H,SO_H,Hits_H,Hits/60_H,BkS_H,BkS/60_H,GvA_H,GvA/60_H,TkA_H,TkA/60_H,ENG_H,MsS_H,5v5 TOI/GP_H,SAT%_H,Playoffs%_H,Playoffs_H,WonCup_H,TA/GA_H,Rk_A,AvAge_A,GP_A,W_A,L_A,OL_A,PTS_A,PTS%_A,GF_A,GA_A,SOW_A,SOL_A,SRS_A,SOS_A,GF/G_A,GA/G_A,PP_A,PPO_A,PP%_A,PPA_A,PPOA_A,PK%_A,SH_A,SHA_A,PIM/G_A,oPIM/G_A,S_A,S%_A,SA_A,SV%_A,SO_A,Hits_A,Hits/60_A,BkS_A,BkS/60_A,GvA_A,GvA/60_A,TkA_A,TkA/60_A,ENG_A,MsS_A,5v5 TOI/GP_A,SAT%_A,Playoffs%_A,Playoffs_A,WonCup_A,TA/GA_A
Pittsburgh Penguins,Philadelphia Flyers,PIT,PHI,2017030141,2017,0.0,1.277930741,0.937959056,1.635684705,7.985010873,1.990137286,0.009864148,0.767267237,0.24136397,1.695783244,5.264481609,4.139512759,4.521705275,-0.006087819,2.919904,1.130651062,0.733658653,1.525419127,6.694370873,1.958682162,3.70292095,0.071198568,0.752124856,0.301992818,1.802606674,5.614944998,4.782608556,4.80066433,0.16846045,2.769472002,5.39439282,11,27.7,82,0.573170731707317,0.35365853658536583,6,100,0.61,3.292682926829268,3.024390243902439,2,2,0.23,-0.04,3.29,3.02,68,260,26.15,53,265,80.0,6,3,9.5,9.1,34.426829268292686,9.6,31.134146341463413,0.903,4.0,1951,23.57,1184,14.3,706,8.53,582,7.03,11,11.853658536585366,47.93333333,52.3,0.375,b,0,0.8241500586166473,13,27.4,82,0.5121951219512195,0.3170731707317073,14,98,0.598,3.0365853658536586,2.8780487804878048,2,7,0.07,-0.03,3.04,2.88,54,261,20.69,54,223,75.78,3,10,8.3,9.0,32.08536585365854,9.5,29.853658536585368,0.904,3.0,1670,20.05,1230,14.77,723,8.68,478,5.74,15,11.768292682926829,48.58333333,49.7,0.125,a,0,0.6612903225806452
Winnipeg Jets,Minnesota Wild,WPG,MIN,2017030161,2017,0.0,1.289007201,0.906687095,1.315799708,7.335497105,2.106588549,0.41608402,0.789495579,0.210667119,1.889686742,4.894506449,4.496355567,4.269075446,0.443879444,2.36012,1.128791307,0.830663258,1.55305652,7.514316619,2.446534345,3.615863011,0.281176571,1.380604688,0.200439583,1.454157647,3.597353623,4.395055008,2.971036681,0.543968946,2.521508,4.958462475,2,26.8,82,0.6341463414634146,0.24390243902439024,10,114,0.695,3.3292682926829267,2.6341463414634148,4,2,0.74,0.02,3.33,2.63,64,274,23.36,50,274,81.75,9,7,8.5,8.6,32.23170731707317,10.3,31.865853658536587,0.917,7.0,1831,22.05,1240,14.93,780,9.39,589,7.09,13,12.268292682926829,47.48333333,51.5,0.5625,c,0,0.7550585729499467,8,29.5,82,0.5487804878048781,0.3170731707317073,11,101,0.616,3.048780487804878,2.792682926829268,3,3,0.29,0.04,3.05,2.79,49,240,20.42,51,272,81.25,7,6,8.3,7.6,30.195121951219512,10.1,31.329268292682926,0.911,6.0,1367,16.47,1295,15.6,470,5.66,480,5.78,23,10.548780487804878,48.21666667,47.2,0.0625,a,0,1.0212014134275618
Vegas Golden Knights,Los Angeles Kings,VGK,LAK,2017030171,2017,0.0,1.143075469,0.919172554,1.698891365,7.814990213,1.81579044,0.205627439,0.898123746,0.224255829,1.301870351,4.627741667,4.489786843,4.152526917,0.412457732,2.827515269,0.977858998,0.841418323,1.693642228,7.552993805,1.648218471,5.506951676,0.227277793,0.858115862,0.284345455,1.546388284,4.645559174,4.926125037,5.350399113,0.287271508,2.39864,5.194364041,5,28.0,82,0.6219512195121951,0.2926829268292683,7,109,0.665,3.268292682926829,2.7439024390243905,4,3,0.52,-0.01,3.27,2.74,53,248,21.37,44,237,81.43,8,5,6.8,7.5,32.75609756097561,10.0,30.74390243902439,0.911,5.0,1765,21.24,1179,14.19,742,8.93,855,10.29,16,12.768292682926829,48.78333333,50.8,0.8125,d,0,1.1522956326987681,12,29.1,82,0.5487804878048781,0.35365853658536583,8,98,0.598,2.8902439024390243,2.4634146341463414,2,1,0.44,0.0,2.89,2.46,49,240,20.42,39,260,85.0,5,4,9.0,8.3,31.024390243902438,9.3,30.9390243902439,0.92,8.0,2115,25.47,1198,14.43,770,9.27,396,4.77,14,12.329268292682928,48.11666667,50.0,0.0,a,0,0.5145631067961165
Tampa Bay Lightning,New Jersey Devils,TBL,NJD,2017030111,2017,0.0,1.41287472,0.968450178,1.953705394,7.415016944,1.853071125,0.600989002,0.86495475,0.28586414,1.629834533,4.977163643,4.439112525,4.267991091,0.628054944,3.166139835,1.035344257,0.890066546,1.883140887,7.532325197,1.844688573,4.833993182,-0.126606455,0.705646234,0.176594957,1.260858625,4.363558148,4.591244983,4.239291862,-0.041509451,3.30964881,4.503427361,3,27.5,82,0.6585365853658537,0.2804878048780488,5,113,0.689,3.5365853658536586,2.8536585365853657,6,2,0.66,-0.07,3.54,2.85,66,276,23.91,64,267,76.03,9,3,9.2,9.5,32.68292682926829,10.8,32.71951219512195,0.913,8.0,1728,20.82,1127,13.58,652,7.86,575,6.93,9,13.24390243902439,47.43333333,51.7,0.6875,c,0,0.8816793893129771,15,27.7,82,0.5365853658536586,0.35365853658536583,9,97,0.591,2.9634146341463414,2.926829268292683,5,4,0.02,-0.03,2.96,2.93,54,252,21.43,47,258,81.78,12,6,8.5,8.4,31.695121951219512,9.3,31.902439024390244,0.908,2.0,1816,21.83,1176,14.14,611,7.34,677,8.14,5,11.731707317073171,47.83333333,48.6,0.0625,a,0,1.108991825613079
Boston Bruins,Toronto Maple Leafs,BOS,TOR,2017030121,2017,0.0,1.262832226,1.013188336,1.616294988,8.41823462,1.931536174,0.290530639,0.761617901,0.206773674,2.291454848,4.316902701,3.811222718,5.155848373,0.476240702,2.363632,1.102909033,0.922471823,1.442341169,8.15248789,1.727351388,4.04043616,0.221476865,0.976277109,0.185044055,1.307007554,4.086240252,4.539525365,3.894648157,0.425691952,2.808269,4.736291563,4,28.6,82,0.6097560975609756,0.24390243902439024,12,112,0.683,3.2560975609756095,2.573170731707317,3,3,0.62,-0.07,3.26,2.57,61,258,23.64,40,245,83.67,9,10,9.5,9.6,32.96341463414634,9.9,29.25609756097561,0.912,4.0,1914,23.05,1072,12.91,732,8.81,682,8.21,18,12.573170731707316,48.11666667,53.7,0.3125,b,0,0.9318955732122588,7,28.3,82,0.5975609756097561,0.3170731707317073,7,105,0.64,3.292682926829268,2.8048780487804876,7,2,0.49,-0.06,3.29,2.8,56,224,25.0,43,231,81.39,4,5,7.0,6.9,32.19512195121951,10.2,33.853658536585364,0.917,8.0,1632,19.63,1104,13.28,953,11.46,690,8.3,12,13.060975609756097,49.31666667,49.8,0.1875,a,0,0.7242582897033158
Washington Capitals,Columbus Blue Jackets,WSH,CBJ,2017030131,2017,1.0,1.236476474,0.808523243,2.09407861,6.643813052,2.147215074,0.083843472,0.8239696,0.227258773,1.326679045,4.477551635,4.518963445,4.034919325,0.288278066,2.348777,1.033259619,0.748753808,1.69085797,7.370293501,1.987558426,4.517431532,0.103708439,0.800720859,0.276361339,1.209397062,4.965944945,4.714375018,3.369600036,0.431422463,2.423581,4.274196932,6,28.4,82,0.5975609756097561,0.3170731707317073,7,105,0.64,3.1219512195121952,2.902439024390244,3,1,0.21,-0.04,3.12,2.9,55,244,22.54,53,269,80.3,4,8,9.8,9.2,29.01219512195122,10.8,31.865853658536587,0.909,3.0,1784,21.51,1220,14.71,848,10.22,592,7.14,16,12.24390243902439,48.1,48.0,1.0,e,1,0.6986301369863013,14,26.4,82,0.5487804878048781,0.36585365853658536,7,97,0.591,2.8780487804878048,2.7560975609756095,6,4,0.11,-0.04,2.88,2.76,39,227,17.18,51,214,76.17,4,7,6.9,7.3,33.670731707317074,8.5,31.304878048780488,0.912,5.0,1745,20.96,1218,14.63,501,6.02,617,7.41,10,12.707317073170731,49.5,51.5,0.125,a,0,1.2308970099667775
Nashville Predators,Colorado Avalanche,NSH,COL,2017030151,2017,0.0,1.083788678,0.808635617,2.423484987,7.015684787,2.367131896,0.490828916,0.878293916,0.331792809,1.544156529,5.437305677,4.075339317,4.024398677,0.637940403,2.313369,1.104345338,0.8015248,1.41595274,6.801406729,2.104025771,3.831133306,-0.355998559,0.750078882,0.230939379,2.019276611,4.522816093,5.07034018,4.43386052,0.072786074,2.764693561,4.382066176,1,28.4,82,0.6463414634146342,0.21951219512195122,11,117,0.713,3.182926829268293,2.4878048780487805,6,7,0.71,0.03,3.18,2.49,58,274,21.17,54,299,81.94,10,5,11.3,9.6,32.207317073170735,9.9,32.426829268292686,0.923,11.0,1656,19.84,1204,14.43,751,9.0,648,7.77,10,12.914634146341463,46.81666667,51.5,0.4375,b,0,0.8633333333333333,17,26.4,82,0.524390243902439,0.36585365853658536,9,95,0.579,3.1097560975609757,2.8780487804878048,2,1,0.28,0.04,3.11,2.88,65,296,21.96,45,269,83.27,7,13,8.9,9.8,29.658536585365855,10.5,33.30487804878049,0.914,5.0,1633,19.74,1299,15.7,485,5.86,523,6.32,20,10.841463414634147,46.61666667,47.6,0.125,a,0,1.0784982935153584
Anaheim Ducks,San Jose Sharks,ANA,SJS,2017030181,2017,1.0,1.121806138,0.706079359,1.938658718,7.1282516,2.461807159,0.227237529,0.744207791,0.217300509,1.690683542,4.322900828,4.256727365,4.128644631,0.275222216,2.432563,1.022903788,0.817925405,1.633469941,7.153482478,2.453680465,3.525507369,-0.11132525,0.949339385,0.206113438,1.306997087,5.134382822,4.953275674,3.530585748,0.147106071,2.547037,4.659942396,9,28.7,82,0.5365853658536586,0.3048780487804878,13,101,0.616,2.817073170731707,2.548780487804878,4,7,0.24,0.01,2.82,2.55,38,214,17.76,46,274,83.21,10,4,10.0,8.6,30.182926829268293,9.3,33.1219512195122,0.923,9.0,1949,23.37,1233,14.79,793,9.51,480,5.76,9,12.75609756097561,47.93333333,48.6,0.0,a,0,0.6056782334384858,10,28.8,82,0.5487804878048781,0.32926829268292684,10,100,0.61,3.0121951219512195,2.7560975609756095,5,3,0.28,0.0,3.01,2.76,53,257,20.62,34,224,84.82,8,3,7.7,8.0,32.951219512195124,9.1,30.341463414634145,0.909,6.0,1380,16.61,1381,16.62,795,9.57,710,8.54,14,13.390243902439025,48.88333333,50.9,0.375,b,0,0.8923719958202716
Pittsburgh Penguins,Philadelphia Flyers,PIT,PHI,2017030142,2017,1.0,1.277930741,0.937959056,1.635684705,7.985010873,1.990137286,0.009864148,0.767267237,0.24136397,1.695783244,5.264481609,4.139512759,4.521705275,-0.006087819,2.919904,1.130651062,0.733658653,1.525419127,6.694370873,1.958682162,3.70292095,0.071198568,0.752124856,0.301992818,1.802606674,5.614944998,4.782608556,4.80066433,0.16846045,2.635482419,5.39439282,11,27.7,82,0.573170731707317,0.35365853658536583,6,100,0.61,3.292682926829268,3.024390243902439,2,2,0.23,-0.04,3.29,3.02,68,260,26.15,53,265,80.0,6,3,9.5,9.1,34.426829268292686,9.6,31.134146341463413,0.903,4.0,1951,23.57,1184,14.3,706,8.53,582,7.03,11,11.853658536585366,47.93333333,52.3,0.375,b,0,0.8241500586166473,13,27.4,82,0.5121951219512195,0.3170731707317073,14,98,0.598,3.0365853658536586,2.8780487804878048,2,7,0.07,-0.03,3.04,2.88,54,261,20.69,54,223,75.78,3,10,8.3,9.0,32.08536585365854,9.5,29.853658536585368,0.904,3.0,1670,20.05,1230,14.77,723,8.68,478,5.74,15,11.768292682926829,48.58333333,49.7,0.125,a,0,0.6612903225806452
Winnipeg Jets,Minnesota Wild,WPG,MIN,2017030162,2017,0.0,1.289007201,0.906687095,1.315799708,7.335497105,2.106588549,0.41608402,0.789495579,0.210667119,1.889686742,4.894506449,4.496355567,4.269075446,0.443879444,2.36012,1.128791307,0.830663258,1.55305652,7.514316619,2.446534345,3.615863011,0.281176571,1.380604688,0.200439583,1.454157647,3.597353623,4.395055008,2.971036681,0.543968946,2.521508,4.958462475,2,26.8,82,0.6341463414634146,0.24390243902439024,10,114,0.695,3.3292682926829267,2.6341463414634148,4,2,0.74,0.02,3.33,2.63,64,274,23.36,50,274,81.75,9,7,8.5,8.6,32.23170731707317,10.3,31.865853658536587,0.917,7.0,1831,22.05,1240,14.93,780,9.39,589,7.09,13,12.268292682926829,47.48333333,51.5,0.5625,c,0,0.7550585729499467,8,29.5,82,0.5487804878048781,0.3170731707317073,11,101,0.616,3.048780487804878,2.792682926829268,3,3,0.29,0.04,3.05,2.79,49,240,20.42,51,272,81.25,7,6,8.3,7.6,30.195121951219512,10.1,31.329268292682926,0.911,6.0,1367,16.47,1295,15.6,470,5.66,480,5.78,23,10.548780487804878,48.21666667,47.2,0.0625,a,0,1.0212014134275618
Vegas Golden Knights,Los Angeles Kings,VGK,LAK,2017030172,2017,0.0,1.143075469,0.919172554,1.698891365,7.814990213,1.81579044,0.205627439,0.898123746,0.224255829,1.301870351,4.627741667,4.489786843,4.152526917,0.412457732,2.827515269,0.977858998,0.841418323,1.693642228,7.552993805,1.648218471,5.506951676,0.227277793,0.858115862,0.284345455,1.546388284,4.645559174,4.926125037,5.350399113,0.287271508,2.39864,5.194364041,5,28.0,82,0.6219512195121951,0.2926829268292683,7,109,0.665,3.268292682926829,2.7439024390243905,4,3,0.52,-0.01,3.27,2.74,53,248,21.37,44,237,81.43,8,5,6.8,7.5,32.75609756097561,10.0,30.74390243902439,0.911,5.0,1765,21.24,1179,14.19,742,8.93,855,10.29,16,12.768292682926829,48.78333333,50.8,0.8125,d,0,1.1522956326987681,12,29.1,82,0.5487804878048781,0.35365853658536583,8,98,0.598,2.8902439024390243,2.4634146341463414,2,1,0.44,0.0,2.89,2.46,49,240,20.42,39,260,85.0,5,4,9.0,8.3,31.024390243902438,9.3,30.9390243902439,0.92,8.0,2115,25.47,1198,14.43,770,9.27,396,4.77,14,12.329268292682928,48.11666667,50.0,0.0,a,0,0.5145631067961165
Tampa Bay Lightning,New Jersey Devils,TBL,NJD,2017030112,2017,0.0,1.41287472,0.968450178,1.953705394,7.415016944,1.853071125,0.600989002,0.86495475,0.28586414,1.629834533,4.977163643,4.439112525,4.267991091,0.628054944,3.166139835,1.035344257,0.890066546,1.883140887,7.532325197,1.844688573,4.833993182,-0.126606455,0.705646234,0.176594957,1.260858625,4.363558148,4.591244983,4.239291862,-0.041509451,3.169959066,4.503427361,3,27.5,82,0.6585365853658537,0.2804878048780488,5,113,0.689,3.5365853658536586,2.8536585365853657,6,2,0.66,-0.07,3.54,2.85,66,276,23.91,64,267,76.03,9,3,9.2,9.5,32.68292682926829,10.8,32.71951219512195,0.913,8.0,1728,20.82,1127,13.58,652,7.86,575,6.93,9,13.24390243902439,47.43333333,51.7,0.6875,c,0,0.8816793893129771,15,27.7,82,0.5365853658536586,0.35365853658536583,9,97,0.591,2.9634146341463414,2.926829268292683,5,4,0.02,-0.03,2.96,2.93,54,252,21.43,47,258,81.78,12,6,8.5,8.4,31.695121951219512,9.3,31.902439024390244,0.908,2.0,1816,21.83,1176,14.14,611,7.34,677,8.14,5,11.731707317073171,47.83333333,48.6,0.0625,a,0,1.108991825613079
Nashville Predators,Colorado Avalanche,NSH,COL,2017030152,2017,0.0,1.083788678,0.808635617,2.423484987,7.015684787,2.367131896,0.490828916,0.878293916,0.331792809,1.544156529,5.437305677,4.075339317,4.024398677,0.637940403,2.313369,1.104345338,0.8015248,1.41595274,6.801406729,2.104025771,3.831133306,-0.355998559,0.750078882,0.230939379,2.019276611,4.522816093,5.07034018,4.43386052,0.072786074,2.764693561,4.382066176,1,28.4,82,0.6463414634146342,0.21951219512195122,11,117,0.713,3.182926829268293,2.4878048780487805,6,7,0.71,0.03,3.18,2.49,58,274,21.17,54,299,81.94,10,5,11.3,9.6,32.207317073170735,9.9,32.426829268292686,0.923,11.0,1656,19.84,1204,14.43,751,9.0,648,7.77,10,12.914634146341463,46.81666667,51.5,0.4375,b,0,0.8633333333333333,17,26.4,82,0.524390243902439,0.36585365853658536,9,95,0.579,3.1097560975609757,2.8780487804878048,2,1,0.28,0.04,3.11,2.88,65,296,21.96,45,269,83.27,7,13,8.9,9.8,29.658536585365855,10.5,33.30487804878049,0.914,5.0,1633,19.74,1299,15.7,485,5.86,523,6.32,20,10.841463414634147,46.61666667,47.6,0.125,a,0,1.0784982935153584
Boston Bruins,Toronto Maple Leafs,BOS,TOR,2017030122,2017,0.0,1.262832226,1.013188336,1.616294988,8.41823462,1.931536174,0.290530639,0.761617901,0.206773674,2.291454848,4.316902701,3.811222718,5.155848373,0.476240702,2.363632,1.102909033,0.922471823,1.442341169,8.15248789,1.727351388,4.04043616,0.221476865,0.976277109,0.185044055,1.307007554,4.086240252,4.539525365,3.894648157,0.425691952,2.489802984,4.736291563,4,28.6,82,0.6097560975609756,0.24390243902439024,12,112,0.683,3.2560975609756095,2.573170731707317,3,3,0.62,-0.07,3.26,2.57,61,258,23.64,40,245,83.67,9,10,9.5,9.6,32.96341463414634,9.9,29.25609756097561,0.912,4.0,1914,23.05,1072,12.91,732,8.81,682,8.21,18,12.573170731707316,48.11666667,53.7,0.3125,b,0,0.9318955732122588,7,28.3,82,0.5975609756097561,0.3170731707317073,7,105,0.64,3.292682926829268,2.8048780487804876,7,2,0.49,-0.06,3.29,2.8,56,224,25.0,43,231,81.39,4,5,7.0,6.9,32.19512195121951,10.2,33.853658536585364,0.917,8.0,1632,19.63,1104,13.28,953,11.46,690,8.3,12,13.060975609756097,49.31666667,49.8,0.1875,a,0,0.7242582897033158
Anaheim Ducks,San Jose Sharks,ANA,SJS,2017030182,2017,1.0,1.121806138,0.706079359,1.938658718,7.1282516,2.461807159,0.227237529,0.744207791,0.217300509,1.690683542,4.322900828,4.256727365,4.128644631,0.275222216,2.432563,1.022903788,0.817925405,1.633469941,7.153482478,2.453680465,3.525507369,-0.11132525,0.949339385,0.206113438,1.306997087,5.134382822,4.953275674,3.530585748,0.147106071,2.547037,4.659942396,9,28.7,82,0.5365853658536586,0.3048780487804878,13,101,0.616,2.817073170731707,2.548780487804878,4,7,0.24,0.01,2.82,2.55,38,214,17.76,46,274,83.21,10,4,10.0,8.6,30.182926829268293,9.3,33.1219512195122,0.923,9.0,1949,23.37,1233,14.79,793,9.51,480,5.76,9,12.75609756097561,47.93333333,48.6,0.0,a,0,0.6056782334384858,10,28.8,82,0.5487804878048781,0.32926829268292684,10,100,0.61,3.0121951219512195,2.7560975609756095,5,3,0.28,0.0,3.01,2.76,53,257,20.62,34,224,84.82,8,3,7.7,8.0,32.951219512195124,9.1,30.341463414634145,0.909,6.0,1380,16.61,1381,16.62,795,9.57,710,8.54,14,13.390243902439025,48.88333333,50.9,0.375,b,0,0.8923719958202716
Philadelphia Flyers,Pittsburgh Penguins,PHI,PIT,2017030143,2017,1.0,1.130651062,0.733658653,1.525419127,6.694370873,1.958682162,0.071198568,0.752124856,0.301992818,1.802606674,5.614944998,4.782608556,4.80066433,0.16846045,2.635482419,1.277930741,0.937959056,1.635684705,7.985010873,1.990137286,5.39439282,0.009864148,0.767267237,0.24136397,1.695783244,5.264481609,4.139512759,4.521705275,-0.006087819,2.919904,3.70292095,13,27.4,82,0.5121951219512195,0.3170731707317073,14,98,0.598,3.0365853658536586,2.8780487804878048,2,7,0.07,-0.03,3.04,2.88,54,261,20.69,54,223,75.78,3,10,8.3,9.0,32.08536585365854,9.5,29.853658536585368,0.904,3.0,1670,20.05,1230,14.77,723,8.68,478,5.74,15,11.768292682926829,48.58333333,49.7,0.125,a,0,0.6612903225806452,11,27.7,82,0.573170731707317,0.35365853658536583,6,100,0.61,3.292682926829268,3.024390243902439,2,2,0.23,-0.04,3.29,3.02,68,260,26.15,53,265,80.0,6,3,9.5,9.1,34.426829268292686,9.6,31.134146341463413,0.903,4.0,1951,23.57,1184,14.3,706,8.53,582,7.03,11,11.853658536585366,47.93333333,52.3,0.375,b,0,0.8241500586166473
Minnesota Wild,Winnipeg Jets,MIN,WPG,2017030163,2017,0.0,1.118356236,0.753864492,1.973599755,7.195290537,2.220340618,0.255180461,1.380604688,0.200439583,1.454157647,3.597353623,4.395055008,2.971036681,0.543968946,2.521508,1.289007201,0.906687095,1.315799708,7.335497105,2.106588549,4.958462475,0.41608402,0.789495579,0.210667119,1.889686742,4.894506449,4.496355567,4.269075446,0.443879444,2.775169849,3.939048639,8,29.5,82,0.5487804878048781,0.3170731707317073,11,101,0.616,3.048780487804878,2.792682926829268,3,3,0.29,0.04,3.05,2.79,49,240,20.42,51,272,81.25,7,6,8.3,7.6,30.195121951219512,10.1,31.329268292682926,0.911,6.0,1367,16.47,1295,15.6,470,5.66,480,5.78,23,10.548780487804878,48.21666667,47.2,0.0625,a,0,1.0212014134275618,2,26.8,82,0.6341463414634146,0.24390243902439024,10,114,0.695,3.3292682926829267,2.6341463414634148,4,2,0.74,0.02,3.33,2.63,64,274,23.36,50,274,81.75,9,7,8.5,8.6,32.23170731707317,10.3,31.865853658536587,0.917,7.0,1831,22.05,1240,14.93,780,9.39,589,7.09,13,12.268292682926829,47.48333333,51.5,0.5625,c,0,0.7550585729499467
Washington Capitals,Columbus Blue Jackets,WSH,CBJ,2017030132,2017,1.0,1.236476474,0.808523243,2.09407861,6.643813052,2.147215074,0.083843472,0.8239696,0.227258773,1.326679045,4.477551635,4.518963445,4.034919325,0.288278066,2.680904765,1.033259619,0.748753808,1.69085797,7.370293501,1.987558426,4.517431532,0.103708439,0.800720859,0.276361339,1.209397062,4.965944945,4.714375018,3.369600036,0.431422463,2.423581,4.274196932,6,28.4,82,0.5975609756097561,0.3170731707317073,7,105,0.64,3.1219512195121952,2.902439024390244,3,1,0.21,-0.04,3.12,2.9,55,244,22.54,53,269,80.3,4,8,9.8,9.2,29.01219512195122,10.8,31.865853658536587,0.909,3.0,1784,21.51,1220,14.71,848,10.22,592,7.14,16,12.24390243902439,48.1,48.0,1.0,e,1,0.6986301369863013,14,26.4,82,0.5487804878048781,0.36585365853658536,7,97,0.591,2.8780487804878048,2.7560975609756095,6,4,0.11,-0.04,2.88,2.76,39,227,17.18,51,214,76.17,4,7,6.9,7.3,33.670731707317074,8.5,31.304878048780488,0.912,5.0,1745,20.96,1218,14.63,501,6.02,617,7.41,10,12.707317073170731,49.5,51.5,0.125,a,0,1.2308970099667775
Los Angeles Kings,Vegas Golden Knights,LAK,VGK,2017030173,2017,1.0,0.977858998,0.841418323,1.693642228,7.552993805,1.648218471,0.227277793,0.858115862,0.284345455,1.546388284,4.645559174,4.926125037,5.350399113,0.287271508,2.39864,1.143075469,0.919172554,1.698891365,7.814990213,1.81579044,5.194364041,0.205627439,0.898123746,0.224255829,1.301870351,4.627741667,4.489786843,4.152526917,0.412457732,2.827515269,5.506951676,12,29.1,82,0.5487804878048781,0.35365853658536583,8,98,0.598,2.8902439024390243,2.4634146341463414,2,1,0.44,0.0,2.89,2.46,49,240,20.42,39,260,85.0,5,4,9.0,8.3,31.024390243902438,9.3,30.9390243902439,0.92,8.0,2115,25.47,1198,14.43,770,9.27,396,4.77,14,12.329268292682928,48.11666667,50.0,0.0,a,0,0.5145631067961165,5,28.0,82,0.6219512195121951,0.2926829268292683,7,109,0.665,3.268292682926829,2.7439024390243905,4,3,0.52,-0.01,3.27,2.74,53,248,21.37,44,237,81.43,8,5,6.8,7.5,32.75609756097561,10.0,30.74390243902439,0.911,5.0,1765,21.24,1179,14.19,742,8.93,855,10.29,16,12.768292682926829,48.78333333,50.8,0.8125,d,0,1.1522956326987681
Toronto Maple Leafs,Boston Bruins,TOR,BOS,2017030123,2017,0.0,1.102909033,0.922471823,1.442341169,8.15248789,1.727351388,0.221476865,0.976277109,0.185044055,1.307007554,4.086240252,4.539525365,3.894648157,0.425691952,2.808269,1.262832226,1.013188336,1.616294988,8.41823462,1.931536174,4.736291563,0.290530639,0.761617901,0.206773674,2.291454848,4.316902701,3.811222718,5.155848373,0.476240702,2.363632,4.04043616,7,28.3,82,0.5975609756097561,0.3170731707317073,7,105,0.64,3.292682926829268,2.8048780487804876,7,2,0.49,-0.06,3.29,2.8,56,224,25.0,43,231,81.39,4,5,7.0,6.9,32.19512195121951,10.2,33.853658536585364,0.917,8.0,1632,19.63,1104,13.28,953,11.46,690,8.3,12,13.060975609756097,49.31666667,49.8,0.1875,a,0,0.7242582897033158,4,28.6,82,0.6097560975609756,0.24390243902439024,12,112,0.683,3.2560975609756095,2.573170731707317,3,3,0.62,-0.07,3.26,2.57,61,258,23.64,40,245,83.67,9,10,9.5,9.6,32.96341463414634,9.9,29.25609756097561,0.912,4.0,1914,23.05,1072,12.91,732,8.81,682,8.21,18,12.573170731707316,48.11666667,53.7,0.3125,b,0,0.9318955732122588
New Jersey Devils,Tampa Bay Lightning,NJD,TBL,2017030113,2017,0.0,0.899731632,0.809475704,2.645265552,7.554283756,1.67505121,0.178165794,0.705646234,0.176594957,1.260858625,4.363558148,4.591244983,4.239291862,-0.041509451,3.3923287,1.407016629,0.962927717,1.834638993,7.417855576,1.954132396,4.523213608,0.724858368,0.86495475,0.28586414,1.629834533,4.977163643,4.439112525,4.267991091,0.628054944,3.166139835,5.461202809,15,27.7,82,0.5365853658536586,0.35365853658536583,9,97,0.591,2.9634146341463414,2.926829268292683,5,4,0.02,-0.03,2.96,2.93,54,252,21.43,47,258,81.78,12,6,8.5,8.4,31.695121951219512,9.3,31.902439024390244,0.908,2.0,1816,21.83,1176,14.14,611,7.34,677,8.14,5,11.731707317073171,47.83333333,48.6,0.0625,a,0,1.108991825613079,3,27.5,82,0.6585365853658537,0.2804878048780488,5,113,0.689,3.5365853658536586,2.8536585365853657,6,2,0.66,-0.07,3.54,2.85,66,276,23.91,64,267,76.03,9,3,9.2,9.5,32.68292682926829,10.8,32.71951219512195,0.913,8.0,1728,20.82,1127,13.58,652,7.86,575,6.93,9,13.24390243902439,47.43333333,51.7,0.6875,c,0,0.8816793893129771
